index,"city","state","population","violent_crime",murder,"rape_revised_definition",rape_legacy_definition,"robbery","aggravated_assault","violent_crime_rate_per_100_000",murder_rate_per_100_000_people,"rape_new_rate","rape_old_rate","robbery_rate","aggravated_assault_rate"
8488,"mccaysville","GA","1,061","9",0,NULL,0,"0","9","848.26",0,"0","0","0","848.26"
8489,"highland","AR","1,060","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8490,"newport","DE","1,058","6",0,"1",NULL,"2","3","567.11",0,"94.52","0","189.04","283.55"
8491,"rowland","NC","1,057","4",0,NULL,0,"2","2","378.43",0,"0","0","189.21","189.21"
8492,"forest park","OK","1,057","1",1,"0",NULL,"0","0","94.61",94.61,"0","0","0","0"
8493,"mountain city","GA","1,057","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8494,"califon","NJ","1,056","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8495,"yarrow point","WA","1,056","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8496,"wortham","TX","1,053","1",0,"0",NULL,"0","1","94.97",0,"0","0","0","94.97"
8497,"ray city","GA","1,052","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8498,"royalton","PA","1,051","1",0,"0",NULL,"0","1","95.15",0,"0","0","0","95.15"
8499,"velda village hills","MO","1,051","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8500,"nahunta","GA","1,050","2",0,NULL,0,"1","1","190.48",0,"0","0","95.24","95.24"
8501,"northfield","KY","1,050","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8502,"rosendale","WI","1,049","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8503,"trappe","MD","1,048","2",0,NULL,0,"0","2","190.84",0,"0","0","0","190.84"
8504,"burlington","ND","1,048","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8505,"bear creek","AL","1,047","11",0,"3",NULL,"0","8","1,050.62",0,"286.53","0","0","764.09"
8506,"jarrell","TX","1,047","3",0,"0",NULL,"0","3","286.53",0,"0","0","0","286.53"
8507,"santa anna","TX","1,047","3",0,"0",NULL,"0","3","286.53",0,"0","0","0","286.53"
8508,"gorman","TX","1,046","2",1,"0",NULL,"0","1","191.2",95.6,"0","0","0","95.6"
8509,"caddo","OK","1,045","2",0,"1",NULL,"0","1","191.39",0,"95.69","0","0","95.69"
8510,"reynolds","GA","1,045","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8511,"killdeer","ND","1,043","7",0,"3",NULL,"0","4","671.14",0,"287.63","0","0","383.51"
8512,"greenfield","IL","1,043","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8513,"new shoreham","RI","1,043","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8514,"bloomfield","KY","1,042","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8515,"grand coulee","WA","1,041","8",0,"1",NULL,"3","4","768.49",0,"96.06","0","288.18","384.25"
8516,"gideon","MO","1,041","1",0,"0",NULL,"0","1","96.06",0,"0","0","0","96.06"
8517,"walker township","PA","1,041","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8518,"greenwood","DE","1,038","9",0,"3",NULL,"1","5","867.05",0,"289.02","0","96.34","481.7"
8519,"coburg","OR","1,038","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8520,"winchester","OH","1,037","2",0,"0",NULL,"1","1","192.86",0,"0","0","96.43","96.43"
8521,"north branch","MI","1,033","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8522,"humansville","MO","1,033","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8523,"godley","TX","1,032","1",0,"0",NULL,"0","1","96.9",0,"0","0","0","96.9"
8524,"meigs","GA","1,031","11",0,NULL,0,"2","9","1,066.93",0,"0","0","193.99","872.94"
8525,"fyffe","AL","1,029","4",0,"1",NULL,"0","3","388.73",0,"97.18","0","0","291.55"
8526,"dunnstable township","PA","1,029","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8527,"hill country village","TX","1,028","1",0,"1",NULL,"0","0","97.28",0,"97.28","0","0","0"
8528,"leesburg","AL","1,027","6",1,"0",NULL,"0","5","584.23",97.37,"0","0","0","486.85"
8529,"moorcroft","WY","1,027","3",0,"0",NULL,"0","3","292.11",0,"0","0","0","292.11"
8530,"ninnekah","OK","1,027","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8531,"yamhill","OR","1,027","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8532,"maysville","NC","1,026","3",0,NULL,0,"1","2","292.4",0,"0","0","97.47","194.93"
8533,"georgetown","CO","1,026","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8534,"thompson","ND","1,026","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8535,"cherokee","AL","1,025","7",0,"0",NULL,"1","6","682.93",0,"0","0","97.56","585.37"
8536,"belfield","ND","1,025","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8537,"ringling","OK","1,025","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8538,"dunbar","PA","1,024","1",0,"0",NULL,"0","1","97.66",0,"0","0","0","97.66"
8539,"wink","TX","1,024","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8540,"lawrenceville","VA","1,023","3",0,"0",NULL,"0","3","293.26",0,"0","0","0","293.26"
8541,"frost township","MI","1,023","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8542,"stoneboro","PA","1,022","1",0,"0",NULL,"0","1","97.85",0,"0","0","0","97.85"
8543,"la center","KY","1,021","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8544,"omaha","TX","1,020","3",0,"0",NULL,"0","3","294.12",0,"0","0","0","294.12"
8545,"king city","MO","1,020","1",0,"0",NULL,"0","1","98.04",0,"0","0","0","98.04"
8546,"jamaica beach","TX","1,020","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8547,"riesel","TX","1,019","1",0,"0",NULL,"0","1","98.14",0,"0","0","0","98.14"
8548,"west cape may","NJ","1,019","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8549,"audubon park","NJ","1,018","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8550,"albany","WI","1,017","5",0,NULL,0,"0","5","491.64",0,"0","0","0","491.64"
8551,"tonasket","WA","1,017","3",0,"0",NULL,"0","3","294.99",0,"0","0","0","294.99"
8552,"bradford","TN","1,016","6",0,"0",NULL,"0","6","590.55",0,"0","0","0","590.55"
8553,"ouray","CO","1,015","3",0,"1",NULL,"0","2","295.57",0,"98.52","0","0","197.04"
8554,"glasford","IL","1,015","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8555,"oilton","OK","1,015","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8556,"oxford","KS","1,014","4",0,"0",NULL,"0","4","394.48",0,"0","0","0","394.48"
8557,"elsinboro township","NJ","1,013","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8558,"linesville","PA","1,012","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8559,"palo alto","PA","1,012","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8560,"eclectic","AL","1,008","7",0,"1",NULL,"0","6","694.44",0,"99.21","0","0","595.24"
8561,"occoquan","VA","1,008","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8562,"hulmeville","PA","1,007","1",0,"0",NULL,"0","1","99.3",0,"0","0","0","99.3"
8563,"grundy","VA","1,006","1",0,"0",NULL,"0","1","99.4",0,"0","0","0","99.4"
8564,"oil city4","LA","1,005","2",0,"0",NULL,"0","2","199",0,"0","0","0","199"
8565,"hawesville","KY","1,005","1",0,"1",NULL,"0","0","99.5",0,"99.5","0","0","0"
8566,"st. michaels","MD","1,003","6",0,NULL,1,"2","3","598.21",0,"0","99.7","199.4","299.1"
8567,"weleetka","OK","1,002","3",0,"1",NULL,"0","2","299.4",0,"99.8","0","0","199.6"
8568,"bay head","NJ","998","1",0,NULL,0,"0","1","100.2",0,"0","0","0","100.2"
8569,"skagway","AK","998","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8570,"columbus","NC","997","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8571,"milford","PA","996","1",0,"0",NULL,"0","1","100.4",0,"0","0","0","100.4"
8572,"lake linden","MI","993","1",0,"1",NULL,"0","0","100.7",0,"100.7","0","0","0"
8573,"collinwood","TN","993","1",0,"0",NULL,"0","1","100.7",0,"0","0","0","100.7"
8574,"alexandria","TN","992","5",0,"0",NULL,"0","5","504.03",0,"0","0","0","504.03"
8575,"green lake","WI","992","1",0,NULL,0,"0","1","100.81",0,"0","0","0","100.81"
8576,"portville village","NY","992","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8577,"milledgeville","IL","989","1",0,"1",NULL,"0","0","101.11",0,"101.11","0","0","0"
8578,"southmayd","TX","988","5",0,"0",NULL,"1","4","506.07",0,"0","0","101.21","404.86"
8579,"jonesville","VA","988","2",0,"1",NULL,"1","0","202.43",0,"101.21","0","101.21","0"
8580,"tulelake","CA","988","1",0,NULL,0,"0","1","101.21",0,"0","0","0","101.21"
8581,"raymond","IL","987","1",0,"1",NULL,"0","0","101.32",0,"101.32","0","0","0"
8582,"killen","AL","987","1",0,"0",NULL,"0","1","101.32",0,"0","0","0","101.32"
8583,"avonmore boro","PA","987","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8584,"west brownsville","PA","987","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8585,"arp","TX","986","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8586,"cape charles","VA","985","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8587,"auxvasse","MO","983","3",0,"0",NULL,"1","2","305.19",0,"0","0","101.73","203.46"
8588,"wishek","ND","983","1",0,"0",NULL,"0","1","101.73",0,"0","0","0","101.73"
8589,"springer","NM","982","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8590,"quogue village","NY","982","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8591,"scotts hill","TN","982","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8592,"summerton3","SC","980","9",0,"0",NULL,"1","8","918.37",0,"0","0","102.04","816.33"
8593,"mammoth spring","AR","980","2",0,"0",NULL,"0","2","204.08",0,"0","0","0","204.08"
8594,"franklin grove","IL","976","1",0,"1",NULL,"0","0","102.46",0,"102.46","0","0","0"
8595,"cattaraugus village","NY","975","1",0,NULL,0,"0","1","102.56",0,"0","0","0","102.56"
8596,"sugar notch","PA","975","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8597,"miner","MO","974","23",0,"1",NULL,"1","21","2,361.40",0,"102.67","0","102.67","2,156.06"
8598,"norman park","GA","972","1",0,NULL,0,"0","1","102.88",0,"0","0","0","102.88"
8599,"franklin","GA","971","7",0,NULL,1,"0","6","720.91",0,"0","102.99","0","617.92"
8600,"logan","NM","971","3",0,NULL,0,"0","3","308.96",0,"0","0","0","308.96"
8601,"houston","MN","969","2",0,"0",NULL,"0","2","206.4",0,"0","0","0","206.4"
8602,"carrizozo","NM","968","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8603,"balsam lake","WI","967","4",0,NULL,2,"0","2","413.65",0,"0","206.83","0","206.83"
8604,"sardis","GA","965","9",0,NULL,0,"3","6","932.64",0,"0","0","310.88","621.76"
8605,"summerdale","AL","965","8",1,"2",NULL,"0","5","829.02",103.63,"207.25","0","0","518.13"
8606,"pringle","PA","965","1",0,"0",NULL,"0","1","103.63",0,"0","0","0","103.63"
8607,"hallock","MN","965","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8608,"drexel","MO","961","4",0,"1",NULL,"1","2","416.23",0,"104.06","0","104.06","208.12"
8609,"hydro","OK","960","2",0,"0",NULL,"0","2","208.33",0,"0","0","0","208.33"
8610,"elkhart lake","WI","960","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8611,"troy","MT","959","4",0,"0",NULL,"0","4","417.1",0,"0","0","0","417.1"
8612,"gainesboro","TN","959","1",0,"0",NULL,"0","1","104.28",0,"0","0","0","104.28"
8613,"uniontown","KY","959","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8614,"golden beach","FL","958","1",0,"0",NULL,"0","1","104.38",0,"0","0","0","104.38"
8615,"northwood","ND","955","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8616,"powell","AL","954","5",0,"0",NULL,"0","5","524.11",0,"0","0","0","524.11"
8617,"southwest city","MO","953","6",0,"0",NULL,"0","6","629.59",0,"0","0","0","629.59"
8618,"winfield","TN","953","4",0,"1",NULL,"0","3","419.73",0,"104.93","0","0","314.8"
8619,"cimarron","NM","952","15",0,NULL,0,"0","15","1,575.63",0,"0","0","0","1,575.63"
8620,"st. paul","VA","952","1",0,"1",NULL,"0","0","105.04",0,"105.04","0","0","0"
8621,"santee","SC","950","13",0,"0",NULL,"2","11","1,368.42",0,"0","0","210.53","1,157.89"
8622,"mason","WV","950","1",0,"0",NULL,"0","1","105.26",0,"0","0","0","105.26"
8623,"cotter","AR","949","4",0,"0",NULL,"0","4","421.5",0,"0","0","0","421.5"
8624,"lamoure","ND","948","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8625,"waynoka","OK","948","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8626,"ferguson","KY","947","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8627,"clint","TX","945","1",0,"0",NULL,"0","1","105.82",0,"0","0","0","105.82"
8628,"bristol bay borough","AK","945","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8629,"central lake","MI","943","1",0,"1",NULL,"0","0","106.04",0,"106.04","0","0","0"
8630,"twisp","WA","943","1",0,"0",NULL,"0","1","106.04",0,"0","0","0","106.04"
8631,"valders","WI","943","1",0,NULL,0,"0","1","106.04",0,"0","0","0","106.04"
8632,"marine","IL","943","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8633,"worthing","SD","943","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8634,"whitewood","SD","942","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8635,"millville","PA","941","5",0,"0",NULL,"0","5","531.35",0,"0","0","0","531.35"
8636,"mustang ridge","TX","941","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8637,"lynnview","KY","939","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8638,"henning","TN","938","10",0,"0",NULL,"0","10","1,066.10",0,"0","0","0","1,066.10"
8639,"new washington","OH","938","4",0,NULL,0,"0","4","426.44",0,"0","0","0","426.44"
8640,"evarts","KY","937","1",0,"0",NULL,"1","0","106.72",0,"0","0","106.72","0"
8641,"pine hill","AL","934","8",0,"1",NULL,"1","6","856.53",0,"107.07","0","107.07","642.4"
8642,"diamond","MO","932","2",0,"2",NULL,"0","0","214.59",0,"214.59","0","0","0"
8643,"allen","OK","932","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8644,"laurie","MO","931","7",0,"0",NULL,"0","7","751.88",0,"0","0","0","751.88"
8645,"la grange","MO","930","7",0,"0",NULL,"0","7","752.69",0,"0","0","0","752.69"
8646,"independence","VA","928","1",0,"0",NULL,"1","0","107.76",0,"0","0","107.76","0"
8647,"highlands","NC","928","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8648,"far hills","NJ","926","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8649,"morehouse","MO","925","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8650,"magdalena","NM","924","1",0,NULL,0,"0","1","108.23",0,"0","0","0","108.23"
8651,"stockertown","PA","924","1",0,"0",NULL,"0","1","108.23",0,"0","0","0","108.23"
8652,"dillon","CO","923","2",0,"1",NULL,"1","0","216.68",0,"108.34","0","108.34","0"
8653,"sharon","TN","920","1",0,"0",NULL,"0","1","108.7",0,"0","0","0","108.7"
8654,"grant","AL","917","10",0,"1",NULL,"3","6","1,090.51",0,"109.05","0","327.15","654.31"
8655,"osceola","MO","917","2",0,"0",NULL,"0","2","218.1",0,"0","0","0","218.1"
8656,"shiocton","WI","916","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8657,"bow mar","CO","915","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8658,"highlandville","MO","915","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8659,"hotchkiss","CO","914","3",0,"3",NULL,"0","0","328.23",0,"328.23","0","0","0"
8660,"blythe township","PA","913","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8661,"wartburg","TN","913","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8662,"cottonwood","ID","912","4",0,"0",NULL,"1","3","438.6",0,"0","0","109.65","328.95"
8663,"bremond","TX","911","3",0,"0",NULL,"1","2","329.31",0,"0","0","109.77","219.54"
8664,"ogunquit","ME","911","2",0,NULL,0,"0","2","219.54",0,"0","0","0","219.54"
8665,"goodfield","IL","911","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8666,"bearden","AR","910","2",0,"0",NULL,"0","2","219.78",0,"0","0","0","219.78"
8667,"webster","FL","909","2",0,"0",NULL,"0","2","220.02",0,"0","0","0","220.02"
8668,"lebo","KS","909","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8669,"thrall","TX","909","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8670,"moreauville4","LA","908","6",0,"1",NULL,"0","5","660.79",0,"110.13","0","0","550.66"
8671,"iron ridge","WI","907","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8672,"augusta","MI","906","1",0,"0",NULL,"0","1","110.38",0,"0","0","0","110.38"
8673,"woodbury","GA","905","4",0,NULL,0,"0","4","441.99",0,"0","0","0","441.99"
8674,"north enid","OK","905","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8675,"marion township, beaver county","PA","905","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8676,"jasper","MO","903","6",0,"1",NULL,"0","5","664.45",0,"110.74","0","0","553.71"
8677,"sturgeon","MO","903","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8678,"mount jewett","PA","902","1",0,"0",NULL,"0","1","110.86",0,"0","0","0","110.86"
8679,"dorris","CA","899","5",0,NULL,0,"1","4","556.17",0,"0","0","111.23","444.94"
8680,"lake waukomis","MO","899","2",0,"0",NULL,"0","2","222.47",0,"0","0","0","222.47"
8681,"cascade","ID","899","1",0,"1",NULL,"0","0","111.23",0,"111.23","0","0","0"
8682,"eton","GA","899","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8683,"frankford","DE","898","8",0,"0",NULL,"0","8","890.87",0,"0","0","0","890.87"
8684,"rib lake","WI","898","1",0,NULL,0,"0","1","111.36",0,"0","0","0","111.36"
8685,"tellico plains","TN","897","2",0,"0",NULL,"1","1","222.97",0,"0","0","111.48","111.48"
8686,"blue mounds","WI","897","2",0,NULL,0,"1","1","222.97",0,"0","0","111.48","111.48"
8687,"ilwaco","WA","897","1",0,"0",NULL,"0","1","111.48",0,"0","0","0","111.48"
8688,"clarkson","KY","896","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8689,"crowell","TX","895","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8690,"midway","PA","894","2",0,"0",NULL,"0","2","223.71",0,"0","0","0","223.71"
8691,"hiawassee","GA","893","1",0,NULL,0,"0","1","111.98",0,"0","0","0","111.98"
8692,"patagonia","AZ","892","6",0,"0",NULL,"3","3","672.65",0,"0","0","336.32","336.32"
8693,"talbotton","GA","892","4",0,NULL,0,"0","4","448.43",0,"0","0","0","448.43"
8694,"chesnee","SC","892","3",0,"0",NULL,"0","3","336.32",0,"0","0","0","336.32"
8695,"glasgow","WV","891","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8696,"west pelzer","SC","890","3",0,"0",NULL,"0","3","337.08",0,"0","0","0","337.08"
8697,"morrice","MI","890","1",0,"0",NULL,"0","1","112.36",0,"0","0","0","112.36"
8698,"harrisville","PA","890","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8699,"adairville","KY","889","1",0,"0",NULL,"0","1","112.49",0,"0","0","0","112.49"
8700,"kenansville","NC","887","2",0,NULL,0,"0","2","225.48",0,"0","0","0","225.48"
8701,"centerville","SD","887","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8702,"brilliant","AL","886","3",0,"0",NULL,"0","3","338.6",0,"0","0","0","338.6"
8703,"matamoras","OH","884","1",1,"0",NULL,"0","0","113.12",113.12,"0","0","0","0"
8704,"burrton","KS","884","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8705,"albany","IL","882","1",0,"0",NULL,"1","0","113.38",0,"0","0","113.38","0"
8706,"new haven","KY","882","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8707,"leakesville","MS","882","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8708,"pembroke","KY","881","2",0,"2",NULL,"0","0","227.01",0,"227.01","0","0","0"
8709,"bellefonte","KY","881","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8710,"reeds spring","MO","880","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8711,"sodus point village4","NY","879","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8712,"longport","NJ","877","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8713,"greers ferry","AR","875","2",0,"1",NULL,"0","1","228.57",0,"114.29","0","0","114.29"
8714,"sweden township","PA","875","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8715,"star","NC","874","3",0,NULL,2,"0","1","343.25",0,"0","228.83","0","114.42"
8716,"elk mound","WI","873","1",0,NULL,0,"0","1","114.55",0,"0","0","0","114.55"
8717,"swansea","SC","872","2",0,"0",NULL,"0","2","229.36",0,"0","0","0","229.36"
8718,"blue river","CO","872","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8719,"dewar","OK","872","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8720,"fort lawn","SC","871","6",1,"1",NULL,"0","4","688.86",114.81,"114.81","0","0","459.24"
8721,"cleveland","NC","871","6",0,NULL,0,"0","6","688.86",0,"0","0","0","688.86"
8722,"puxico","MO","871","5",0,"0",NULL,"0","5","574.05",0,"0","0","0","574.05"
8723,"garden plain","KS","870","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8724,"log lane village","CO","869","4",0,"0",NULL,"0","4","460.3",0,"0","0","0","460.3"
8725,"decaturville","TN","869","2",0,"0",NULL,"0","2","230.15",0,"0","0","0","230.15"
8726,"hopedale","IL","868","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8727,"jennings","FL","867","1",0,"0",NULL,"0","1","115.34",0,"0","0","0","115.34"
8728,"scranton","SC","867","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8729,"odessa","WA","867","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8730,"homeland","GA","866","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8731,"notasulga","AL","865","6",0,"0",NULL,"0","6","693.64",0,"0","0","0","693.64"
8732,"hi-nella","NJ","865","4",0,NULL,0,"0","4","462.43",0,"0","0","0","462.43"
8733,"greenville","GA","863","1",0,NULL,0,"0","1","115.87",0,"0","0","0","115.87"
8734,"new berlin","PA","863","1",0,"0",NULL,"0","1","115.87",0,"0","0","0","115.87"
8735,"tunnel hill","GA","861","2",0,NULL,0,"0","2","232.29",0,"0","0","0","232.29"
8736,"huntland","TN","861","1",0,"0",NULL,"0","1","116.14",0,"0","0","0","116.14"
8737,"rockaway beach","MO","861","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8738,"ridge farm","IL","860","1",0,"0",NULL,"0","1","116.28",0,"0","0","0","116.28"
8739,"seiling","OK","860","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8740,"rural valley","PA","859","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8741,"mcbee","SC","858","1",0,"0",NULL,"0","1","116.55",0,"0","0","0","116.55"
8742,"jupiter island","FL","858","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8743,"schoharie village","NY","857","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8744,"ennis","MT","856","1",0,"1",NULL,"0","0","116.82",0,"116.82","0","0","0"
8745,"dyer","AR","854","5",0,"1",NULL,"0","4","585.48",0,"117.1","0","0","468.38"
8746,"mclouth","KS","853","1",0,"0",NULL,"0","1","117.23",0,"0","0","0","117.23"
8747,"mortons gap","KY","853","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8748,"st. ignatius","MT","853","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8749,"dagsboro","DE","852","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8750,"tatum","NM","850","2",0,NULL,0,"0","2","235.29",0,"0","0","0","235.29"
8751,"highland","WI","850","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8752,"beaver meadows","PA","849","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
8753,"trezevant","TN","848","1",0,"0",NULL,"0","1","117.92",0,"0","0","0","117.92"
8754,"snead","AL","847","3",0,"0",NULL,"0","3","354.19",0,"0","0","0","354.19"
8755,"plainfield","WI","847","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
8756,"hagerman","ID","846","4",0,"0",NULL,"0","4","472.81",0,"0","0","0","472.81"
8757,"angelica village4","NY","846","1",0,"0",NULL,"0","1","118.2",0,"0","0","0","118.2"
